REF_DATE,GEO,Type of crop,Average farm price (dollars per tonne),Average yield (kilograms per hectare),Production (metric tonnes),Seeded area (hectares),Total farm value (dollars)
1971,AB,Canola (rapeseed),97,900,725700,804500,70080
1971,AB,Corn for silage,0,0,0,0,0
1971,AB,Flaxseed,88,810,88900,110000,7840
1971,AB,Mixed grains,35,2165,367400,169600,12780
1971,AB,Mustard seed,75,845,15000,17800,1122
1971,AB,Oats,32,1970,1558000,989400,50500
1971,AB,"Peas, dry",96,1650,11700,7100,1118
1971,AB,"Rye, all",32,1505,152200,101000,4920
1971,AB,"Rye, fall remaining",32,1550,141000,NA,4559
1971,AB,"Rye, spring",32,1120,11200,10000,361
1971,AB,Sugar beets,21.1,36500,620800,17000,13097
1971,AB,Sunflower seed,99,565,3100,5500,306
1971,AB,Tame hay,23.7,3740,4491000,1200000,106425
1971,AB,"Wheat, all",48,1780,2477000,1393000,118300
1971,BC,Barley,34,2030,160900,79300,5542
1971,BC,Canola (rapeseed),97,795,11300,14200,1095
1971,BC,Corn for silage,10.4,39620,210000,5300,2194
1971,BC,Flaxseed,70,1000,100,100,7
1971,BC,Mixed grains,57,2560,7300,2850,415
1971,BC,Oats,32,2200,79900,36300,2590
1971,BC,"Peas, dry",62,2350,2350,1000,146
1971,BC,"Rye, all",33,2335,1400,600,46
1971,BC,Tame hay,30,6800,1415000,208000,42510
1971,BC,"Wheat, all",46,2045,90200,44100,4176
1971,CA,Barley,32,2315,13099250,5657500,412641
1971,CA,"Beans, all dry (white and coloured)",232,1730,79250,45800,18362
1971,CA,Buckwheat,67,1100,54450,49600,3630
1971,CA,Canola (rapeseed),95,1000,2165900,2161400,206625
1971,CA,Corn for grain,46,5165,2941500,569700,136718
1971,CA,Corn for silage,7.6,31000,9724000,313000,73759
1971,CA,Flaxseed,87,795,568800,715350,49287
1971,CA,Mixed grains,40,2625,2183700,831600,86365
1971,CA,Mustard seed,72,1010,84200,83500,6055
1971,CA,Oats,37,2030,5640550,3183550,208460
1971,CA,"Peas, dry",73,1610,52500,32650,3838
1971,CA,"Rye, all",32,1440,556600,386400,17714
1971,CA,"Rye, fall remaining",32,1460,533400,NA,16979
1971,CA,"Rye, spring",32,1125,23200,20600,735
1971,CA,Soybeans,109,1885,279800,148500,30432
1971,CA,Sugar beets,20.1,33600,1103100,32800,22215
1971,CA,Sunflower seed,120,790,76700,96900,9238
1971,CA,Tame hay,22.1,4500,21948000,4885000,483998
1971,CA,"Wheat, all",50,1835,14411900,7852050,717322
1971,MA,Barley,32,2465,2047000,830000,65800
1971,MA,Buckwheat,69,1075,34850,32400,2400
1971,MA,Canola (rapeseed),95,1160,272200,235100,25800
1971,MA,Corn for grain,49,3025,11200,3700,550
1971,MA,Corn for silage,7.7,16410,64000,3900,490
1971,MA,Flaxseed,86,655,149900,229000,12862
1971,MA,Mixed grains,32,2400,275600,114900,8775
1971,MA,Mustard seed,84,880,3700,4200,312
1971,MA,Oats,34,2075,1172000,594500,40280
1971,MA,"Peas, dry",64,1595,32650,20500,2100
1971,MA,"Rye, all",29,1625,83800,51600,2460
1971,MA,"Rye, fall remaining",29,1625,83000,NA,2438
1971,MA,"Rye, spring",28,1335,800,600,22
1971,MA,Sugar beets,21,26300,329300,12500,6926
1971,MA,Sunflower seed,135,840,52700,62700,7091
1971,MA,Tame hay,18.2,4330,1905000,440000,34650
1971,MA,"Wheat, all",50,1975,2014000,1019000,101380
1971,MP,Barley,51,2070,40550,19600,2058
1971,MP,Mixed grains,44,2360,84900,35950,3774
1971,MP,Oats,50,1760,84850,48250,4275
1971,MP,Tame hay,19.1,4700,848000,180000,16239
1971,MP,"Wheat, all",56,2490,17800,7150,995
1971,NB,Barley,50,2115,6550,3100,330
1971,NB,Buckwheat,50,1800,1350,750,68
1971,NB,Corn for silage,0,0,0,0,0
1971,NB,Mixed grains,44,2320,8350,3600,369
1971,NB,Oats,49,1720,35600,20700,1732
1971,NB,Tame hay,20,4520,298000,66000,5970
1971,NB,"Wheat, all",53,2360,5900,2500,313
1971,NS,Barley,57,2030,7100,3500,405
1971,NS,Corn for silage,0,0,0,0,0
1971,NS,Mixed grains,48,2160,7450,3450,359
1971,NS,Oats,55,1585,11400,7200,628
1971,NS,"Rye, all",0,0,0,0,0
1971,NS,Tame hay,20.4,4940,306000,62000,6234
1971,NS,"Wheat, all",59,2550,5100,2000,299
1971,ON,Barley,46,2905,453400,156200,21033
1971,ON,"Beans, all dry (white and coloured)",232,1735,78700,45300,18265
1971,ON,Buckwheat,58,1315,5250,4000,304
1971,ON,Corn for grain,45,5085,2599000,511000,117648
1971,ON,Corn for silage,7.2,31340,7836000,250000,56320
1971,ON,Flaxseed,98,1090,600,550,59
1971,ON,Mixed grains,42,3070,1153500,375500,48036
1971,ON,Oats,50,2195,577200,263000,28817
1971,ON,"Peas, dry",104,1250,750,600,78
1971,ON,"Rye, all",38,1695,32900,19400,1244
1971,ON,Soybeans,109,1885,279800,148500,30432
1971,ON,Tame hay,18.7,5440,5953000,1095000,111554
1971,ON,"Wheat, all",63,2740,394800,144000,24943
1971,ON,"Wheat, spring",63,1965,11800,6000,743
1971,ON,"Wheat, winter remaining",63,2775,383000,NA,24200
1971,PP,Barley,31,2305,12411000,5387000,382200
1971,PP,Canola (rapeseed),95,1005,2154600,2147200,205530
1971,PP,Corn for silage,7.7,13600,71000,4700,546
1971,PP,Flaxseed,87,795,566500,713000,49082
1971,PP,Mixed grains,34,2260,830800,367500,27995
1971,PP,Oats,33,2065,4442000,2554700,148500
1971,PP,"Peas, dry",73,1590,49000,30800,3558
1971,PP,"Rye, all",31,1425,521200,365600,16372
1971,PP,Sugar beets,21.1,32200,950100,29500,20023
1971,PP,Tame hay,22.3,3800,8664000,2310000,193575
1971,PP,"Wheat, all",49,1815,13880000,7641000,685430
1971,PEI,Barley,49,2070,26900,13000,1323
1971,PEI,Corn for silage,0,0,0,0,0
1971,PEI,Mixed grains,44,2390,69100,28900,3046
1971,PEI,Oats,51,1860,37850,20350,1915
1971,PEI,Tame hay,16.5,4690,244000,52000,4035
1971,PEI,"Wheat, all",56,2565,6800,2650,383
1971,QU,Barley,54,2170,33400,15400,1808
1971,QU,"Beans, all dry (white and coloured)",176,1100,550,500,97
1971,QU,Buckwheat,57,1450,5800,4000,330
1971,QU,Corn for grain,56,6025,331300,55000,18520
1971,QU,Corn for silage,9.1,30320,1607000,53000,14699
1971,QU,Flaxseed,87,940,1600,1700,139
1971,QU,Mixed grains,57,2155,107200,49800,6145
1971,QU,Oats,53,1625,456600,281300,24278
1971,QU,"Peas, dry",140,1600,400,250,56
1971,QU,"Rye, all",47,1375,1100,800,52
1971,QU,Sugar beets,14.3,46400,153000,3300,2192
1971,QU,Tame hay,23.7,4640,5068000,1092000,120120
1971,QU,"Wheat, all",61,1840,29100,15800,1778
1971,SK,Barley,30,2435,5487000,2255000,166320
1971,SK,Buckwheat,78,925,4350,4700,340
1971,SK,Canola (rapeseed),95,1045,1156700,1107600,109650
1971,SK,Corn for silage,8,875,7000,800,56
1971,SK,Flaxseed,87,875,327700,374000,28380
1971,SK,Mixed grains,34,2265,187800,83000,6440
1971,SK,Mustard seed,71,1065,65500,61500,4621
1971,SK,Oats,34,2150,1712000,970800,57720
1971,SK,"Peas, dry",73,1455,4650,3200,340
1971,SK,"Rye, all",32,1340,285200,213000,8992
1971,SK,"Rye, fall remaining",32,1350,274000,NA,8640
1971,SK,"Rye, spring",31,1120,11200,10000,352
1971,SK,Sunflower seed,88,730,20900,28700,1841
1971,SK,Tame hay,23.1,3390,2268000,670000,52500
1971,SK,"Wheat, all",50,1795,9389000,5229000,465750
1972,AB,Barley,58,2380,5008000,2104000,289800
1972,AB,Buckwheat,NA,NA,NA,NA,0
1972,AB,Canola (rapeseed),138,1035,544300,526100,74880
1972,AB,Corn for silage,0,0,0,0,0
1972,AB,Flaxseed,157,995,68600,69000,10800
1972,AB,Mixed grains,51,2465,449100,182100,22880
1972,AB,Mustard seed,68,1080,10900,10100,744
1972,AB,Oats,54,2165,1604000,972000,87360
1972,AB,"Peas, dry",139,1910,10900,5700,1520
1972,AB,"Rye, all",61,1445,128700,89000,7823
1972,AB,"Rye, fall remaining",61,1470,119000,NA,7238
1972,AB,"Rye, spring",60,1215,9700,8000,585
1972,AB,Sugar beets,21.2,34100,596200,17500,12665
1972,AB,Sunflower seed,122,845,1350,1600,165
1972,AB,Tame hay,23.5,3990,4990000,1250000,117150
1972,AB,"Wheat, all",68,1845,3211000,1740000,217120
1972,BC,Barley,46,1650,100200,60700,4646
1972,BC,Canola (rapeseed),138,935,18100,19400,2496
1972,BC,Corn for silage,11,41270,227000,5500,2500
1972,BC,Flaxseed,NA,NA,NA,NA,0
1972,BC,Mixed grains,61,2215,6750,3050,412
1972,BC,Oats,52,1815,46300,25500,2430
1972,BC,"Peas, dry",71,2250,1350,600,96
1972,BC,"Rye, all",50,2000,800,400,40
1972,BC,Tame hay,31.4,5890,1361000,231000,42675
1972,BC,"Wheat, all",62,1525,70800,46500,4368
1972,CA,Barley,57,2230,11284850,5061950,646109
1972,CA,"Beans, all dry (white and coloured)",202,1620,88050,54350,17751
1972,CA,Buckwheat,64,900,38250,42450,2436
1972,CA,Canola (rapeseed),139,980,1317700,1342700,183582
1972,CA,Corn for grain,65,4705,2566800,545400,166578
1972,CA,Corn for silage,8.7,28300,9789000,346500,84924
1972,CA,Flaxseed,158,835,447550,534400,70863
1972,CA,Mixed grains,50,2550,2127350,834700,107327
1972,CA,Mustard seed,73,945,68800,72900,5044
1972,CA,Oats,58,1875,4664300,2911350,268768
1972,CA,"Peas, dry",90,1575,43250,27450,3902
1972,CA,"Rye, all",57,1345,347500,258400,19710
1972,CA,"Rye, fall remaining",57,1360,328600,NA,18591
1972,CA,"Rye, spring",59,1140,18900,16600,1119
1972,CA,Soybeans,143,2285,374800,163900,53703
1972,CA,Sugar beets,21.8,30900,970400,31400,21193
1972,CA,Sunflower seed,150,880,77050,87800,11555
1972,CA,Tame hay,25.5,4200,21178000,5045000,539895
1972,CA,"Wheat, all",68,1680,14514450,8640300,993436
1972,MA,Barley,58,2180,1851000,850000,107100
1972,MA,Buckwheat,64,825,25050,30400,1610
1972,MA,Canola (rapeseed),137,1015,192800,190200,26350
1972,MA,Corn for grain,61,3360,17800,5300,1085
1972,MA,Corn for silage,11,16290,145000,8900,1600
1972,MA,Flaxseed,161,740,149900,202000,24190
1972,MA,Mixed grains,53,2175,255100,117400,13500
1972,MA,Mustard seed,99,935,5700,6100,562
1972,MA,Oats,58,1840,848000,486000,49500
1972,MA,"Peas, dry",70,1495,27200,18200,1900
1972,MA,"Rye, all",51,1435,46800,32600,2397
1972,MA,"Rye, fall remaining",51,1440,46000,NA,2358
1972,MA,"Rye, spring",49,1335,800,600,39
1972,MA,Sugar beets,24.3,26300,300100,11400,7301
1972,MA,Sunflower seed,154,895,68900,76900,10640
1972,MA,Tame hay,22.1,3700,1814000,490000,40000
1972,MA,"Wheat, all",68,1785,1878000,1052000,128340
1972,MP,Barley,55,2690,44250,16450,2428
1972,MP,Mixed grains,51,2825,94800,33550,4862
1972,MP,Oats,57,1945,87800,45150,4993
1972,MP,Tame hay,22.7,3900,692000,178000,15714
1972,MP,"Wheat, all",63,2685,17450,6500,1099
1972,NB,Barley,53,2160,8200,3800,432
1972,NB,Buckwheat,55,2055,1850,900,102
1972,NB,Corn for silage,0,0,0,0,0
1972,NB,Mixed grains,50,2455,8600,3500,430
1972,NB,Oats,55,1770,32200,18200,1775
1972,NB,Tame hay,22.5,3770,249000,66000,5596
1972,NB,"Wheat, all",57,2225,4450,2000,253
1972,NS,Barley,59,2610,6650,2550,390
1972,NS,Corn for silage,0,0,0,0,0
1972,NS,Mixed grains,51,2780,8200,2950,422
1972,NS,Oats,58,1980,14050,7100,819
1972,NS,"Rye, all",0,0,0,0,0
1972,NS,Tame hay,23.5,4250,259000,61000,6099
1972,NS,"Wheat, all",66,2900,4350,1500,286
1972,ON,Barley,56,2630,399300,151800,22556
1972,ON,"Beans, all dry (white and coloured)",202,1625,87500,53800,17650
1972,ON,Buckwheat,66,1275,6250,4900,412
1972,ON,Corn for grain,64,4765,2355000,494000,151134
1972,ON,Corn for silage,8,29160,7902000,271000,63322
1972,ON,Flaxseed,118,1125,450,400,53
1972,ON,Mixed grains,49,2915,1050000,360200,51442
1972,ON,Oats,58,1945,499400,257000,29146
1972,ON,"Peas, dry",104,1155,750,650,78
1972,ON,"Rye, all",43,1890,42200,22300,1827
1972,ON,Soybeans,143,2285,374800,163900,53703
1972,ON,Tame hay,23.5,5830,6375000,1094000,149675
1972,ON,"Wheat, all",63,2895,444600,153700,28105
1972,ON,"Wheat, spring",63,2210,12600,5700,795
1972,ON,"Wheat, winter remaining",63,2920,432000,NA,27310
1972,PP,Barley,57,2225,10713000,4816000,614610
1972,PP,Canola (rapeseed),139,980,1299600,1323300,181086
1972,PP,Corn for silage,11,16300,145000,8900,1600
1972,PP,Flaxseed,158,835,447100,534000,70810
1972,PP,Mixed grains,51,2285,887900,388500,44840
1972,PP,Oats,56,1945,3670000,2308500,207170
1972,PP,"Peas, dry",90,1575,40800,25900,3670
1972,PP,"Rye, all",59,1290,302900,234600,17765
1972,PP,Sugar beets,22.3,31000,896300,28900,19966
1972,PP,Tame hay,23.1,3700,9072000,2470000,209400
1972,PP,"Wheat, all",69,1660,13961000,8417000,958340
1972,PEI,Barley,55,2910,29400,10100,1606
1972,PEI,Corn for silage,0,0,0,0,0
1972,PEI,Mixed grains,51,2880,78000,27100,4010
1972,PEI,Oats,58,2095,41550,19850,2399
1972,PEI,Tame hay,21.8,3610,184000,51000,4019
1972,PEI,"Wheat, all",65,2885,8650,3000,560
1972,QU,Barley,67,1655,28100,17000,1869
1972,QU,"Beans, all dry (white and coloured)",184,1000,550,550,101
1972,QU,Buckwheat,61,925,3700,4000,224
1972,QU,Corn for grain,74,4210,194000,46100,14359
1972,QU,Corn for silage,11.6,24800,1515000,61100,17502
1972,QU,Flaxseed,NA,NA,NA,NA,0
1972,QU,Mixed grains,66,1780,87900,49400,5771
1972,QU,Oats,69,1310,360800,275200,25029
1972,QU,"Peas, dry",166,1165,350,300,58
1972,QU,"Rye, all",49,1455,1600,1100,78
1972,QU,Sugar beets,16.6,29600,74100,2500,1227
1972,QU,Tame hay,33.3,3430,3678000,1072000,122431
1972,QU,"Wheat, all",74,1240,20600,16600,1524
1972,SK,Barley,56,2070,3854000,1862000,217710
1972,SK,Buckwheat,63,620,1400,2250,88
1972,SK,Canola (rapeseed),142,925,562500,607000,79856
1972,SK,Flaxseed,157,870,228600,263000,35820
1972,SK,Mixed grains,46,2065,183700,89000,8460
1972,SK,Mustard seed,72,920,52200,56700,3738
1972,SK,Oats,58,1780,1218000,850500,70310
1972,SK,"Peas, dry",93,1350,2700,2000,250
1972,SK,"Rye, all",59,1125,127400,113000,7545
1972,SK,"Rye, fall remaining",59,1135,119000,NA,7050
1972,SK,"Rye, spring",59,1050,8400,8000,495
1972,SK,Sunflower seed,110,730,6800,9300,750
1972,SK,Tame hay,23,3110,2268000,730000,52250
1972,SK,"Wheat, all",69,1575,8872000,5625000,612880
1973,AB,Barley,115,2100,4289000,2145000,492500
1973,AB,Buckwheat,NA,NA,NA,NA,0
1973,AB,Canola (rapeseed),251,925,487600,526100,122550
1973,AB,Corn for silage,0,0,0,0,0
1973,AB,Flaxseed,361,910,73700,81000,26593
1973,AB,Mixed grains,100,2370,383700,161900,38540
1973,AB,Mustard seed,204,800,22700,28300,4625
1973,AB,Oats,104,2115,1712000,1012500,178710
1973,AB,"Peas, dry",116,1685,16350,9700,1890
1973,AB,"Rye, all",103,1520,147200,97000,15138
1973,AB,"Rye, fall remaining",103,1540,137000,NA,14094
1973,AB,"Rye, spring",102,1275,10200,8000,1044
1973,AB,Sugar beets,51.9,34000,526300,15500,27326
1973,AB,Sunflower seed,194,1085,650,600,126
1973,AB,Tame hay,39.7,4010,5171000,1290000,205200
1973,AB,"Wheat, all",156,1815,3456000,1902000,538480
1973,BC,Barley,117,1900,130600,68800,15300
1973,BC,Canola (rapeseed),252,770,17200,22300,4332
1973,BC,Corn for silage,19.9,40600,272000,6700,5400
1973,BC,Flaxseed,NA,NA,NA,NA,0
1973,BC,Mixed grains,105,2180,6650,3050,699
1973,BC,Oats,119,2125,60100,28300,7176
1973,BC,"Peas, dry",177,1625,650,400,115
1973,BC,"Rye, all",104,2335,1400,600,146
1973,BC,Tame hay,45.5,5400,1270000,235000,57750
1973,BC,"Wheat, all",165,1755,81600,46500,13500
1973,CA,Barley,115,2115,10217800,4936800,1171352
1973,CA,"Beans, all dry (white and coloured)",593,1455,78700,54100,46688
1973,CA,Buckwheat,148,840,30750,36550,4543
1973,CA,Canola (rapeseed),252,945,1223700,1297100,308410
1973,CA,Corn for grain,105,5285,2879700,544700,301667
1973,CA,Corn for silage,11.6,29100,10969000,377400,127084
1973,CA,Flaxseed,367,840,492800,587000,180697
1973,CA,Mixed grains,95,2445,1980700,810450,187783
1973,CA,Mustard seed,164,875,118800,135600,19465
1973,CA,Oats,102,1860,5070950,3131550,517811
1973,CA,"Peas, dry",165,1615,43500,26900,7196
1973,CA,"Rye, all",100,1420,369000,259800,36982
1973,CA,"Rye, fall remaining",100,1440,349600,NA,35003
1973,CA,"Rye, spring",102,1155,19400,16800,1979
1973,CA,Soybeans,210,2085,396500,190200,83340
1973,CA,Sugar beets,43.2,32400,901800,27800,38917
1973,CA,Sunflower seed,220,790,41250,52200,9056
1973,CA,Tame hay,32.1,4500,23253000,5165000,745294
1973,CA,"Wheat, all",164,1685,16160350,9576650,2655276
1973,MA,Barley,115,2125,1807000,850000,208330
1973,MA,Buckwheat,172,745,19600,26300,3375
1973,MA,Canola (rapeseed),258,1080,174600,161900,44968
1973,MA,Corn for grain,120,3445,22400,6500,2684
1973,MA,Corn for silage,13.2,15460,150000,9700,1980
1973,MA,Flaxseed,376,795,193000,243000,72580
1973,MA,Mixed grains,101,2135,255100,119400,25875
1973,MA,Mustard seed,154,895,14500,16200,2240
1973,MA,Oats,106,1850,972000,567000,102690
1973,MA,"Peas, dry",202,1610,22850,14200,4620
1973,MA,"Rye, all",105,1650,54100,32800,5684
1973,MA,"Rye, fall remaining",105,1655,53000,NA,5565
1973,MA,"Rye, spring",108,1375,1100,800,119
1973,MA,Sugar beets,35.1,27900,279000,10000,9803
1973,MA,Sunflower seed,220,785,39700,50600,8750
1973,MA,Tame hay,33.1,4070,1996000,490000,66000
1973,MA,"Wheat, all",158,1725,2095000,1214000,331100
1973,MP,Barley,91,1535,21500,14000,1960
1973,MP,Mixed grains,77,2065,79250,38400,6066
1973,MP,Oats,90,1505,69250,45950,6263
1973,MP,Tame hay,25,4400,797000,180000,19898
1973,MP,"Wheat, all",109,2205,14650,6650,1595
1973,NB,Barley,90,1590,6750,4250,606
1973,NB,Buckwheat,86,1465,1100,750,95
1973,NB,Corn for silage,0,0,0,0,0
1973,NB,Mixed grains,76,1945,5350,2750,406
1973,NB,Oats,88,1420,26950,19000,2360
1973,NB,Tame hay,25.9,4580,302000,66000,7826
1973,NB,"Wheat, all",107,1855,2600,1400,278
1973,NS,Barley,97,1410,3450,2450,334
1973,NS,Corn for silage,0,0,0,0,0
1973,NS,Mixed grains,86,1580,4500,2850,387
1973,NS,Oats,104,1380,9800,7100,1016
1973,NS,"Rye, all",0,0,0,0,0
1973,NS,Tame hay,26.5,4210,261000,62000,6912
1973,NS,"Wheat, all",108,2000,2600,1300,280
1973,ON,Barley,100,2655,375700,141600,37443
1973,ON,"Beans, all dry (white and coloured)",596,1460,78000,53400,46474
1973,ON,Buckwheat,126,1360,4900,3600,619
1973,ON,Corn for grain,104,5395,2643000,490000,273678
1973,ON,Corn for silage,11,29180,8491000,291000,93600
1973,ON,Flaxseed,NA,NA,NA,NA,0
1973,ON,Mixed grains,89,2845,1007300,354100,89324
1973,ON,Oats,99,1790,434900,242800,42864
1973,ON,"Peas, dry",141,1155,750,650,106
1973,ON,"Rye, all",84,1720,39100,22700,3296
1973,ON,Soybeans,210,2085,396500,190200,83340
1973,ON,Tame hay,24.3,5830,6510000,1117000,157872
1973,ON,"Wheat, all",156,2630,414400,157700,64892
1973,ON,"Wheat, spring",157,2000,11400,5700,1789
1973,ON,"Wheat, winter remaining",157,2650,403000,NA,63103
1973,PP,Barley,115,2105,9667000,4695000,1114110
1973,PP,Canola (rapeseed),252,945,1206500,1274800,304078
1973,PP,Corn for silage,13.2,15500,150000,9700,1980
1973,PP,Flaxseed,367,840,492800,587000,180697
1973,PP,Mixed grains,103,2235,818400,366300,84215
1973,PP,Oats,102,1965,4211000,2551500,428910
1973,PP,"Peas, dry",164,1635,41700,25500,6855
1973,PP,"Rye, all",102,1390,326400,234800,33368
1973,PP,Sugar beets,46.1,31600,805300,25500,37129
1973,PP,Tame hay,36.9,3800,9798000,2550000,361100
1973,PP,"Wheat, all",165,1670,15620000,9348000,2571580
1973,PEI,Barley,90,1550,11300,7300,1020
1973,PEI,Corn for silage,0,0,0,0,0
1973,PEI,Mixed grains,76,2115,69400,32800,5273
1973,PEI,Oats,89,1635,32500,19850,2887
1973,PEI,Tame hay,22.1,4500,234000,52000,5160
1973,PEI,"Wheat, all",110,2390,9450,3950,1037
1973,QU,Barley,110,1320,23000,17400,2539
1973,QU,"Beans, all dry (white and coloured)",306,1000,700,700,214
1973,QU,Buckwheat,81,900,4050,4500,329
1973,QU,Corn for grain,118,4445,214300,48200,25305
1973,QU,Corn for silage,12.7,29370,2056000,70000,26104
1973,QU,Flaxseed,NA,NA,NA,NA,0
1973,QU,Mixed grains,108,1420,69100,48600,7479
1973,QU,Oats,110,1125,295700,263000,32598
1973,QU,"Peas, dry",300,1145,400,350,120
1973,QU,"Rye, all",82,1235,2100,1700,172
1973,QU,Sugar beets,18.5,42000,96500,2300,1788
1973,QU,Tame hay,30.5,4500,4878000,1083000,148674
1973,QU,"Wheat, all",125,1670,29700,17800,3709
1973,SK,Barley,116,2100,3571000,1700000,413280
1973,SK,Buckwheat,114,785,1100,1400,125
1973,SK,Canola (rapeseed),251,930,544300,586800,136560
1973,SK,Flaxseed,361,860,226100,263000,81524
1973,SK,Mixed grains,110,2115,179600,85000,19800
1973,SK,Mustard seed,154,895,81600,91100,12600
1973,SK,Oats,97,1890,1527000,972000,147510
1973,SK,"Peas, dry",138,1565,2500,1600,345
1973,SK,"Rye, all",100,1190,125100,105000,12546
1973,SK,"Rye, fall remaining",100,1205,117000,NA,11730
1973,SK,"Rye, spring",101,1015,8100,8000,816
1973,SK,Sunflower seed,200,900,900,1000,180
1973,SK,Tame hay,34.2,3420,2631000,770000,89900
1973,SK,"Wheat, all",169,1615,10069000,6232000,1702000
1974,AB,Barley,101,1985,4180000,2145000,422400
1974,AB,Buckwheat,NA,NA,NA,NA,0
1974,AB,Canola (rapeseed),312,910,424100,465400,132396
1974,AB,Corn for silage,0,0,0,0,0
1974,AB,Flaxseed,364,785,63500,81000,23100
1974,AB,Mixed grains,107,1990,298000,149700,31828
1974,AB,Mustard seed,375,815,36300,44500,13600
1974,AB,Oats,99,1795,1234000,931500,121600
1974,AB,"Peas, dry",275,1515,17700,11700,4875
1974,AB,"Rye, all",88,1480,210200,142000,18464
1974,AB,"Rye, fall remaining",88,1500,198000,NA,17394
1974,AB,"Rye, spring",88,1220,12200,10000,1070
1974,AB,Sugar beets,56.6,33800,476300,14100,26954
1974,AB,Sunflower seed,NA,0,0,0,0
1974,AB,Tame hay,45.3,4070,5534000,1360000,250893
1974,AB,"Wheat, all",146,1635,2776000,1700000,403920
1974,BC,Barley,99,2025,139300,68800,13824
1974,BC,Canola (rapeseed),306,840,20400,24300,6237
1974,BC,Corn for silage,27.6,40960,299000,7300,8250
1974,BC,Flaxseed,NA,NA,NA,NA,0
1974,BC,Mixed grains,84,2490,6100,2450,510
1974,BC,Oats,97,2055,54000,26300,5250
1974,BC,"Peas, dry",163,2000,800,400,130
1974,BC,"Rye, all",87,2375,1900,800,166
1974,BC,Tame hay,59.5,5740,1451000,253000,86400
1974,BC,"Wheat, all",145,1825,51700,28300,7486
1974,CA,Barley,101,1845,8790650,4851700,891059
1974,CA,"Beans, all dry (white and coloured)",296,1390,101950,73300,30183
1974,CA,Buckwheat,173,1050,29500,28050,5097
1974,CA,Canola (rapeseed),311,910,1163500,1278800,362288
1974,CA,Corn for grain,121,4390,2620100,597000,317555
1974,CA,Corn for silage,14.3,25400,11873000,467900,169649
1974,CA,Flaxseed,374,595,350500,587000,130940
1974,CA,Mixed grains,102,2245,1635850,728450,167407
1974,CA,Mustard seed,385,835,117900,141600,45400
1974,CA,Oats,101,1590,3977550,2986300,403552
1974,CA,"Peas, dry",244,1440,46000,31950,11216
1974,CA,"Rye, all",88,1415,498400,351900,43969
1974,CA,"Rye, fall remaining",88,1430,479400,NA,42303
1974,CA,"Rye, spring",88,1130,19000,16800,1666
1974,CA,Soybeans,233,1790,300700,167900,70057
1974,CA,Sugar beets,55.5,27500,751600,27300,41690
1974,CA,Sunflower seed,450,975,8300,8500,3731
1974,CA,Tame hay,47.9,4300,23149000,5325000,1109674
1974,CA,"Wheat, all",155,1490,13302300,8937950,2056572
1974,MA,Barley,102,1585,1154000,769500,117660
1974,MA,Buckwheat,223,940,15250,16200,3402
1974,MA,Canola (rapeseed),312,955,192800,202300,60095
1974,MA,Corn for grain,145,2400,4800,2000,697
1974,MA,Corn for silage,15.4,16900,191000,11300,2940
1974,MA,Flaxseed,376,590,167600,283000,63096
1974,MA,Mixed grains,93,1515,122500,80900,11400
1974,MA,Mustard seed,408,840,13600,16200,5550
1974,MA,Oats,99,1365,663000,526000,65360
1974,MA,"Peas, dry",232,1395,22600,16200,5246
1974,MA,"Rye, all",89,1545,63000,40800,5625
1974,MA,"Rye, fall remaining",89,1550,62000,NA,5535
1974,MA,"Rye, spring",90,1250,1000,800,90
1974,MA,Sugar beets,56.2,18400,200900,10900,11281
1974,MA,Sunflower seed,450,975,8300,8500,3731
1974,MA,Tame hay,38.6,4270,2177000,510000,84000
1974,MA,"Wheat, all",147,1415,1605000,1133000,236000
1974,MP,Barley,102,2630,34050,12950,3468
1974,MP,Mixed grains,83,2790,102150,36600,8522
1974,MP,Oats,92,1895,92850,49000,8520
1974,MP,Tame hay,49.9,4200,765000,184000,38201
1974,MP,"Wheat, all",112,2785,25200,9050,2819
1974,NB,Barley,102,2275,7500,3300,766
1974,NB,Buckwheat,117,1945,1850,950,217
1974,NB,Corn for silage,0,0,0,0,0
1974,NB,Mixed grains,83,2360,5900,2500,490
1974,NB,Oats,92,1715,35400,20650,3259
1974,NB,Tame hay,45,3860,251000,65000,11302
1974,NB,"Wheat, all",104,2390,4300,1800,449
1974,NS,Barley,106,2420,3750,1550,396
1974,NS,Corn for silage,0,0,0,0,0
1974,NS,Mixed grains,86,2500,7250,2900,623
1974,NS,Oats,94,1845,14200,7700,1334
1974,NS,"Rye, all",0,0,0,0,0
1974,NS,Tame hay,56.2,4610,304000,66000,17085
1974,NS,"Wheat, all",107,2405,3250,1350,348
1974,ON,Barley,113,2440,335500,137600,37757
1974,ON,"Beans, all dry (white and coloured)",296,1395,101100,72600,29914
1974,ON,Buckwheat,128,1180,8150,6900,1047
1974,ON,Corn for grain,119,4395,2383000,542000,284214
1974,ON,Corn for silage,13.6,24680,9081000,368000,123423
1974,ON,Flaxseed,NA,NA,NA,NA,0
1974,ON,Mixed grains,101,2680,889500,331800,89767
1974,ON,Oats,112,1790,409500,228600,45940
1974,ON,"Peas, dry",227,1000,600,600,136
1974,ON,"Rye, all",94,1850,44200,23900,4144
1974,ON,Soybeans,233,1790,300700,167900,70057
1974,ON,Tame hay,49.7,5160,5801000,1125000,288369
